paperId,journalName,volume,year
42be34cd57cce14ca9583c88d9c0e0f4b8db907b,International Journal of Epidemiology,11,2011.0
37f1d34df62bbcfc343f2b4acef12bb460340f08,Journal of the Royal Society Interface,49,2015.0
82ff9124d08c8c9f78b7a2499bfd784367736537,Computer,38,1989.0
e52fb14e4beccc5e88a33c1fe5c7d6e780831ae1,Neural Information Processing Systems,24,1996.0
c66014aaaf0d38f8186edd3566fdd594b046030c,Bioinform,1,2020.0
43215f2518f8b934a28a87d541d86dfb592cda5b,Comput. Networks,41,2016.0
eda90bd43f4256986688e525b45b833a3addab97,Statistics and computing,23,2007.0
3af7252f7e3ca8e9bc8f45e6cbf567b10ecb5d95,Expert systems with applications,3,2017.0
0f1c9320634d1eca55bcb847cdad5d67edd3b85b,Comput. Networks,34,2006.0
b17a78263321c89904a135bffdeafabaa6aae0a2,CHI Extended Abstracts,27,2016.0
84e15e5ac555da8630f0a4ee2f75c3e522c7b392,American Journal of Tropical Medicine and Hygiene,25,2003.0
4087e84fc695bb6433d0104ee94f9d7e9f4b7da5,Annual Review of Fluid Mechanics,6,2019.0
26218bdcc3945c7edae7aa2adbfba4cd820a2df3,Neural Information Processing Systems,1,2022.0
9b971407fc32de0c3367ed91a217e8aeeb4d473b,Computers & industrial engineering,39,2019.0
ce72a9dff475e938c1cbe0b89f36d258d8e4dc1b,Clinical Orthopaedics and Related Research,7,2014.0
44fc4497fbd8de9f92c8cfd480b6f8a8c0b4ff39,PLoS Medicine,47,2005.0
d28c92312c996d67cdb080d829acac7a65389623,IEEE Transactions on Pattern Analysis and Machine Intelligence,45,2021.0
d575dc915628180120c2389de78048a2196d561a,Knowledge Discovery and Data Mining,28,2014.0
46c077d7b72f176199a20a3b4182b2e1701521cd,Computers in Human Behavior,24,2019.0
9fe9af7cf3d54b707a7be3c53ce94b77dcc3bae5,arXiv.org,3,2023.0
f05155c4d7d77f32855b80a86bb987818838d50d,arXiv.org,19,2016.0
d28d6c4db18288fae5debae212d0145912e44445,CHEOPS@EuroSys,41,2021.0
fd464d76916f6de894056ff9a6de3bbe50fba348,Transactions on Emerging Telecommunications Technologies,41,2013.0
61844f3393beb72e55561c911eb3cd96291fa0b3,Annals of Internal Medicine [serial online],40,2009.0
0ff76855604fc150ecd36bc8c3197780a8ea2b23,Journal of Chemical Information and Modeling,13,2019.0
3ded5a7ec7f30f2ad01e331296a2328e3576c476,Trends in Cancer,37,2021.0
2896ef1bd1415717e465f5520e7cd21af0b569de,Nature Genetics,44,2016.0
34684a0eb55cc1c2535e1b2a33100b133aadcb69,Pattern Recognition Letters,45,1998.0
48ed7afee6231e1fa565a6e2ef5dfa71f0f20994,Clinical Microbiology Reviews,34,2009.0
feba0c47bf12a02c3a725174bb53df78658a72a8,AI Open,4,2021.0
554cfffe3e28a8058e2df6e2bce970c9ec1f5781,Nurse Education Today,23,2021.0
74b22a620ac71a87b50fdbfefeee90c575403347,CHI Extended Abstracts,1,2020.0
c9660db0c94edfb2b1f3ab4f08eb80acd83a1c07,Neural Information Processing Systems,20,2018.0
4f410ab5c8b12b34b38421241366ee456bbebab9,Annual Meeting of the Association for Computational Linguistics,20,2005.0
4a479bd99697d5f3fb433ac73f39c17b7750dd04,Nucleic Acids Research,11,2013.0
edc81c6b337b73e2f0822484fc8b84b73fd9a0cd,Machine Learning and Knowledge Extraction,6,2019.0
304e4e763599a3a3dbcb34193de9d1e77dbf01ea,SKDD,34,2002.0
55e6d0adbf2eaee0c802851e72895631656c0484,arXiv.org,21,2018.0
aa24884e8919964ceb8655fe063ba28001eb9baf,Science,8,2018.0
b28bef6e4d52026bf22b4c7cd605b644b7e7ec95,IEEE Cloud Computing,9,2018.0
dfdcf7770885e3ee5f31182e91e602aabe5abdbd,Neurocomputing,4,2003.0
e05e140132042f494e6b64f52c0654bc55d0bbae,JACM,16,1966.0
0030b06c42246e608db068ad994242337d8cda14,arXiv.org,42,2018.0
aeedd9f5c0fe4ca3e850cfbf7425e3f312e30cf7,Journal of Web Semantics,25,2005.0
10632e0a667cbc3c52cc8f11a46d8e8e9c7739e3,arXiv.org,10,2023.0
1bc760befa4103a1c9c500e2aef5cc14512e322e,Structural Health Monitoring,28,2022.0
883718fac3f977750430b6306faa72a743bee3cf,Journal of machine learning research,22,2014.0
668d3798e69aa6829dc6b48d34ec260ab9863135,International Journal of Innovative Science and Research Technology,49,2024.0
8beccbdc61f62cae79ba820031cb53b886b5f9c7,Journal of Industrial Information Integration,15,2017.0
0aa94bd3c1f12351461c16ee6c4731560f64f7a5,IEEE Intelligent Systems,14,2007.0
66dcf374b2d19c05ff9a1fc5174b6ee48b57fbee,International Journal of Environmental Research and Public Health,25,2020.0
9d2714b20d3bca952403be13b1c69b86004f91dc,Neural Information Processing Systems,22,2019.0
e7e61a0f506b35b6345dcb0b62b9f6a6ab84a7ea,International Journal of Environmental Research and Public Health,28,2019.0
9e333b9da2c59d1b02ee928150c1c0790354a429,North American Chapter of the Association for Computational Linguistics,19,2019.0
7f37b59ed51eb20afbe63519014252653803acab,Remote Sensing,16,2020.0
01baa70814b971858310794745efca18c9214ac3,IEEE Internet of Things Journal,28,2018.0
ccdc15a014009d0b4d7f411b3708fb44c562bcff,Communications Earth &amp; Environment,37,2024.0
dfa4765a2cd3e8910ef6e56f0b40e70b4881d56a,Research Challenges in Information Science,17,2017.0
533fb9cb19d26d97b6588b9fd573a0f3498505b3,The VLDB journal,42,2015.0
196f6f1e19b6466b4c4d7e4e773290b73e04618a,Nature Human Behaviour,12,2023.0
9458e2d59c4101a1a432a4fdb6f213079ae00c94,Statistical Methods in Medical Research,1,2015.0
618c621e3b48a9e9a26634d7023894b2a8a1abfe,Journal of Neurophysiology,29,2013.0
a5b857408923568db5b124b35a88c506b43b47d9,PLoS ONE,24,2009.0
4f6610f23af1bf193ca55b4af119b9be733bce99,Neural Information Processing Systems,19,2017.0
47d6e203d7c2c01f7d4bd00ecb305479fcab6527,LDOW@WWW,10,2018.0
0574a3abc98f0e6bd035a4ff4ea107cfba45d3d4,International Journal of Information Management,21,2019.0
9ffc657becb39b92cc9e00de167c6b68f756e316,Chemistry,23,2021.0
9bd2fd556fb2e4f40f757beb37e334ffcf2e48b7,Nature Methods,11,2013.0
05f71e6bbddd1cede5a79160efd073bc6a019a03,Microbiology and Molecular Biology Reviews,16,2010.0
6c284a019cfe8fc1b71e41da1eeda17d898810d4,bioRxiv,20,2020.0
a27a65149d456815f51285aa822afe1711ba9fca,FAT,47,2019.0
cff81b22995937e1bf9533c800b24209932e402a,arXiv.org,45,2017.0
3fcfc2b048f61687ade3053412e23d18cd859bf2,Information Sciences,37,2016.0
418d9dc849e6a561f3128568864734f5dc106385,Micro,16,2016.0
f575a647523ef3f8eb5c0f3ba5a097f93d655a2f,"Medicine, Health care and Philosophy",46,2008.0
54036f43acc6c9b49b334270c7237217685f52fb,Computer Vision and Pattern Recognition,48,2019.0
012da3bfa9d68ffbd9959c0422a2f81610d1ca67,Expert systems with applications,9,2011.0
e8b1d24ab0457667a5bcd549f67eb7e7f7459f5e,Clinical Cardiology,50,2019.0
12f6d55bb9001c2c91532932ffb53230dfcfb027,Journal of Web Semantics,18,2016.0
104b0bb1da562d53cbda87aec79ef6a2827d191a,arXiv.org,6,2023.0
28f7cc049f3f4a4db81f0d0a608a4f57636cc35b,Nature Communications,21,2016.0
5742acaaea112401474d43f9e5f7de54c4b1e02b,Science,44,2020.0
534f3b725dc609c0f9b3794a96c1f21b4ee88265,SGMD,26,2009.0
5c84f0c14a66c0ddabb503f55b5474dda1a3e979,Science Advances,33,2022.0
1031a69923b80ad01cf3fbb703d10757a80e699b,Computer Vision and Pattern Recognition,36,2016.0
4953c1898e8cc8b1a709dc1c60369f8723aea0fc,IEEE Communications Letters,3,2018.0
c5b3cf5eebf06bd5a7e11364f81a9bf8a9616452,International Journal of Computational Intelligence Systems,49,2021.0
d4e120dbe39f4a8cb98cef772f124c32f837b2e1,Mass spectrometry reviews (Print),43,2020.0
98e17ce4c9a1abdcba6c87d592e36be5db704d64,BMC Bioinformatics,47,2018.0
14b066895d3db85afa33f4bb0f2f28135c36f126,Expert systems with applications,30,2023.0
004c2378afee2351f3dada831e973f87b4516d46,Journal on spesial topics in mobile networks and applications,10,2019.0
b502f53793d1504fd19da0b4ca1b1fb26abe392d,PLoS Biology,36,2015.0
cdc819f10d48791dd793c4970706ecf43113f5fd,arXiv.org,22,2018.0
50791e739e8b36e558c8ef8dfbc681045dc9e2bc,Journal of Medical Ethics,28,2018.0
fddbaf41d0b826d63c688dce6c84f5752cf66a88,Remote Sensing,1,2021.0
3e2160a5eb33811d836344d0568e1258422b4e4c,Nature reviews genetics,2,2001.0
ba5892b11728862e8b15a127a855d55f9052a60a,Educational Data Mining,32,2016.0
e13b6470bd52c5dd939218f97f9e67d886e8a78e,Neural Information Processing Systems,15,2020.0
3b16eea184424b2abe2455701b92b5afd87ed150,Automatic Speech Recognition & Understanding,35,2015.0
101ffd559196d1750f056599b17550005331eb50,Genome Biology,35,2009.0
b9b639522465cc606df878eee62e7f9c4bf19e62,Nature Communications,40,2019.0
a6011a1f1aca9233565278c0bd0e175e359cd572,Information Systems,21,2017.0
afd1f99ae0cf2a255c2c9bfcd468a026f607715e,Middleware Industry,2,2018.0
7c4246814d14c423a8a1fa81ab9544b07a1f7967,NeuroImage,42,2013.0
685ebeac8dde46f4ee54a2a358d5319e8bcb21ed,Briefings Bioinform,42,2019.0
727e1e16ede6eaad241bad11c525da07b154c688,Journal of Artificial Intelligence Research,8,2000.0
bd87e113aad8d41f663afac15023212fa1d9573d,Nature Communications,36,2017.0
714d7187e8d2198d4b0c29913a8dd70565560359,IEEE Transactions on Knowledge and Data Engineering,1,2016.0
064136131d79ea011e07b6a7766f1634ac1a5a34,arXiv.org,43,2019.0
2765f152a267e358c8a28316b35ebdeaa54beabc,BPMDS/EMMSAD@CAiSE,22,2019.0
e061d23b68e7d4aac5aece4794c044c80e638dca,Neural Information Processing Systems,6,2018.0
3b6be07ca236ac608c993071e0d2352555652e6d,IEEE/ACM Transactions on Networking,1,2009.0
ee112990a3aa8cac5a74aa2020902b2308130a17,OPSR,49,2010.0
6116e325d08b74217e2821b562fb155049b41121,Journal of medical systems,50,2019.0
3950df97ea527009a32569cb7016bc3df1383dca,North American Chapter of the Association for Computational Linguistics,24,2021.0
d42b11ce90c9c69a20ed015b73dc33e0e4100a7b,Neural Information Processing Systems,8,2016.0
c2180a78a0363dcb898735a38d22aaae5fe7ed20,The Lancet Digital Health,45,2019.0
2072392073ef0fb96e008b4262e1bdad63089f3a,Journal of Big Data,47,2019.0
7a265d2dbddcd8f210e29105428af45d9340a25c,Plastic and Reconstructive Surgery,6,2011.0
ecf6c42d84351f34e1625a6a2e4cc6526da45c74,IEEE Data Engineering Bulletin,37,2017.0
b8c1d48fb9905acbad525a4f39a9f0c6bcea1602,FAT,14,2018.0
fb61b07f740f0172d736a9fd6cc8ee343a4dd1fc,Proteomics,6,2019.0
d7c642e366acead6cdec1d6b3e8198c93b2d5630,Cognitive Psychology,49,2007.0
5fa71d455445d5047c13070e8bbcb0fce2edded3,European Journal of Operational Research,46,2017.0
0d5e16fc64d0555d187b47d03c5698747e15adaa,Journal of Computational Physics,19,2017.0
119f0271b620b6ba8e5ad2362542d6242aa8fe18,Briefings Bioinform,21,2019.0
79453d53700a6bca7160ecee9560d758f794500b,Minds and Machines,1,2008.0
117bd305fc0d9828b9c8e0519977e60cc5049cff,Knowledge Based Systems,20,2019.0
4e559b3931140b703a0b878ad69d6fabe8db3484,Health Affairs,8,2017.0
b19d27e1bda4d039f9eaf2b2eb9d47f75abe9d75,IEEE Transactions on Pattern Analysis and Machine Intelligence,6,2012.0
094ff971d6a8b8ff870946c9b3ce5aa173617bfb,Journal of machine learning research,41,2022.0
e923f398c38efb17f1411a945f3eb1d7163df125,SGMD,24,1997.0
07912741c6c96e6ad5b2c2d6c6c3b2de5c8a271b,Found. Trends Mach. Learn,33,2019.0
5546641fe6901057e69ee03f2315c3c032c1c16a,Health Affairs,46,2007.0
4b3df21d0524d7b11347be52cf3277f6c6ce2197,Programming Logics,9,2013.0
364128bcce9836d60e685bb717b80f30e25092e0,Cell,9,2018.0
6f425759f5f4a5b8b79de1686e5901b24cb48199,Journal of Network and Computer Applications,34,2013.0
3abcd0ffc54c3a16c9dc5e5d3ea59eaa43070127,Science,10,2019.0
864e7db59f2ccfec1ee9f6eba79566ac7b0634df,Computer Vision and Pattern Recognition,21,2016.0
574c80c1b7babae23323d51995a92951e167392a,Genomics,33,1988.0
36725e300a030c104fd4483e0a65c9bf3135b410,Journal of medical systems,23,2016.0
c2ad38a690dfd2bbab16103a08c62d2c0cf74c00,Information Fusion,30,2018.0
820c4c1852411d2c03201a66a122fb77c1d6578e,Social Science Research Network,46,2023.0
0c751c901bb4617e804772e3d00c945f37330196,Bioinform,29,2012.0
b7b1619c6e80fd7f137d7b4879f7fc1f5491656f,Knowledge Discovery and Data Mining,1,2021.0
5fbe80f5e075192acac124dbbcf472a55e521335,Journal of experimental psychology. General,11,2013.0
236c874bad9845d2750e9579d0c23a97c71f4cfb,Encyclopedia of Big Data Technologies,37,2018.0
85b5329d0581c0e00a3858138c1ca8b9cf008cdb,arXiv.org,36,2019.0
b3979724aff6ed34e07c4cc22c02fa4dfef1f781,Interspeech,41,2019.0
d3273dd4c4021f2841bc962c7c5f46fdb5c073d9,Journal of Biomedical Informatics,3,2010.0
d35e0ffb98f887a30c52ef6183d2b329950ec7e5,Journal of the American Medical Association (JAMA),29,1982.0
55f98c8ac838c6152c0d71b845b679711be3c9a6,Annals of Operations Research,46,2019.0
217f045887ad482b8c89d28ae986cbd1654d2e41,Journal of the American Medical Association (JAMA),8,2015.0
e4ef757ab8bcd1fc60bfaf277c3f1d5477c90342,Sociology of Health and Illness,39,2014.0
5513e81f4eb9bac4fb4fe5ff8d862da545e7e1b3,Computer Vision and Pattern Recognition,50,2019.0
e369cd01c03f212dfcff3d4f43e1667f6d4fc138,PLoS ONE,41,2019.0
ad94aa584f0b7d223834e61dac8e7d4325d6fbe6,Machine mediated learning,24,2007.0
177e957f5cd93229c9794ea652c646d2557b4a69,Computer Vision and Pattern Recognition,27,2022.0
dbed9f5ea8e9709b908557f5fa82ec247741cf72,Trans. GIS,2,2008.0
040127cd97b080aa7b7f89b1f1fd19ea7ed70247,Journal of endourology,23,2014.0
79791f434ffffc5734915104b3e8013b0ec9b0f8,Multimedia tools and applications,9,2022.0
dfcf2e264549d955966893d4aace0ccfba436c12,IEEE Transactions on Evolutionary Computation,33,1997.0
b78c04c7f29ddaeaeb208d4eae684ffccd71e04f,CACM,24,1990.0
27ce60300262aaab3b6c1136ff5a870cf4791cf9,Nucleic Acids Res,42,2009.0
e8cd9e99c1ea07da4d7b4ec43bf95a95f5b70ffa,IEEE Communications Magazine,46,2018.0
24e775b20adf21e9b5b95c6a9b7a5c164d055849,arXiv.org,44,2021.0
9b686d76914befea66377ec79c1f9258d70ea7e3,arXiv.org,25,2015.0
1c66c74508b150c3f4a20d9f05a605b89b30a718,TOCS,10,1991.0
445553bb0dd188a863d6b8adaf7e80b481c2a67d,Journal of Web Semantics,22,2018.0
1904d633fca15140e35d893637232803b6dde6d9,IEEE Transactions on Knowledge and Data Engineering,21,2019.0
7e4727cfac99990c8ce2bfcefa6edd8f72dd0ed3,J. Syst. Control. Eng,42,2018.0
e26c9aeb07e1d62dd3d797dab0f110a069047e55,Theoretical Computer Science,34,1995.0
2ff0af3a158e165bf4564ad3405025a60cd1b954,Education and Information Technologies: Official Journal of the IFIP technical committee on Education,5,2019.0
c570ab7b7d7b06ea2ae6fc800241e11430db8006,Adaptive Agents and Multi Agent Systems,45,2014.0
cc8576c0cb68e86ecded67dedcbe5afafb1f9324,Nature Communications,49,2021.0
1810851f718e527595ffc04ee6b3c1846518db54,ACM Multimedia,16,2010.0
c441e45c8468a873298ee290ccb87b32ebbaadec,Knowledge Discovery and Data Mining,48,1999.0
df2eeba10b9c141b6d1eda5a56aceb9614371c72,British medical journal,27,2003.0
806241b70703c56e76d0eec2bf17e7ac8048524c,IEEE Transactions on Cybernetics,25,2020.0
d231043de3a75584b66ff0d195c2e9244c75d568,British medical journal,27,2006.0
61fb623552f8e6cc75f8cc84206d72fab7f96cc8,International journal of computational geometry and applications,6,1994.0
0632892190522657fd41bd98a0cc3a1f62dfcac4,arXiv.org,50,2020.0
bbae8fb6a3624942bea8b304780b026c9a8967e5,Trans. Large Scale Data Knowl. Centered Syst,35,2011.0
7ecf41a10cbd8fb8235dff33feedbccc040fe366,Computer/law journal,36,2015.0
9e74c0864e11e0930aa066e344322f5142880c02,International Journal of Innovative Science and Research Technology,3,2024.0
30272deaf0ff25e443c399f0902f775f03aaff69,Nature,4,2017.0
635fa87944549d4a31c8fbf4ca36e1b33478c329,"Kvinder, Køn & Forskning",40,2020.0
340f48901f72278f6bf78a04ee5b01df208cc508,Nature,42,2015.0
399dbf5ba3d00f37b8476bef04ad0dee90f85102,IEEE Transactions on Neural Networks and Learning Systems,44,2018.0
7f68ed21b4174b952f0351b898b3410b18edb6ea,Australasian Journal of Information Systems,30,1997.0
2057ce8b9e6350163c37e8a60e36a9bfd0edeca1,Request for Comments,10,1998.0
ea4b9f05d91c91c99a654b623c0ed87de4427ed9,Annual Meeting of the Association for Computational Linguistics,18,2015.0
c819d3011bbf46c7ab9263e66f1fa4e1cf1eb46e,Computers and Electronics in Agriculture,24,2016.0
c03477f949b68500fa01358879b8b0fefa2bbee8,TODS,39,2010.0
74706fab48249b071e10615f8da60b8401fb9f3f,Neural Information Processing Systems,24,2010.0
e2d3908f1259479d47f2a3bfd253fd6538eac3af,BMC Bioinformatics,21,2015.0
8867d059dda279b1aed4a0301e4e46f9daf65174,SIAM journal on computing (Print),10,1984.0
c9d66547c7fb5c4cf54e75b1bffe6b6c42df2f01,IEEE Access,7,2018.0
3e98a94b7019774c24e161b1f5c05e363ea5caee,NeuroImage,9,2013.0
a72adf5c147b4de588c83d92c52b190e8f4eef34,ACM Transactions on Computing Education,9,2022.0
951c5a232d14945186e8506ab1629376def0b5c8,Nursing Ethics,7,2015.0
db63aa5fc7024c7ffc0f602f9b07ad59782666a9,Computers in Human Behavior,22,2020.0
2ee463bba9d4db6aec0eab17e54431a6dc80bf17,Science,24,2019.0
bf361308d778705a95f6c37cf5cc78f9a8ebe179,International Journal of Innovative Science and Research Technology,26,2024.0
214614df92a5813e1735fd36638861c6f7378d45,Science,44,2011.0
73c7f1ac1b530dc4ca3f7ef7a26cacc14962f6db,Computer Vision and Pattern Recognition,13,2020.0
c3e90ad5d9bd73b369a27dd2e288682998c2b50a,Journal of clinical pharmacology,7,2018.0
907c94f0cd6ddd1da2ee027edba9dbe730285100,arXiv.org,43,2016.0
d531fc17a765fc1922e7bffad08360de99e58421,Knowledge Discovery and Data Mining,18,2013.0
0f18246a5956b4277313906ac2185183cd34f565,JAMIA Journal of the American Medical Informatics Association,43,2009.0
c0a64d329467879b26dd6da6de904f54e757e747,IEEE Security and Privacy,17,2018.0
a70deaad3a2079cb5c0c54442c29d6225e6bd4f8,Algorithmica,43,1995.0
f19d91548340007e344c9a8105d1628839ce2003,Journal of general internal medicine,2,2022.0
f7566f1797eb36429acbb09e581d6b2918a50760,Information retrieval (Boston),18,2001.0
a1e664b4ab0c568cab8ec64c053c3694d641821b,International Journal of Mobile Communications,21,2014.0
cf4239df51b1d18eafdccd443fac6725bc30d084,Social Studies of Science,44,2020.0
c6ef95a4b102700f311377151dc0cc5a2446866c,Patient Education and Counseling,28,2006.0
3edf2cf8736c3b0c32adae354b9f159467cddef5,International Journal of Web and Grid Services,33,2005.0
8755c15fe073c6af03664b2a74aafef1fed5f198,arXiv.org,17,2019.0
03a507a0876c7e1a26608358b1a9dd39f1eb08e0,IEEE Transactions on Neural Networks and Learning Systems,32,2017.0
902bec409c8137e07e72b2644c6cea92c19ffc68,Journal of Nano and Electronic Physics,30,2023.0
e66e228057b86d0bb626362f3b7644fe52afff04,Frontiers in Pharmacology,21,2018.0
e5417b9985fd6e38ec87eb8a7043a314efb77832,JAMA pediatrics,28,2014.0
b841329b6a937d3b4bd171d9380fa112b0c1882c,JAMIA Journal of the American Medical Informatics Association,11,2005.0
b480bad182674fabf03efa929106ea2c57af86c3,Remote Sensing,25,2021.0
da7f6de15046fc9b2328077d517b872186062d4b,International Journal of Innovative Science and Research Technology,40,2024.0
acdad79bab2eccb4b25227c9f8fc10c9bd2d21e3,Nursing Science Quarterly,8,2012.0
f7561b02ce2ffd4523337df34ea577188b462e1f,Nature reviews genetics,19,2018.0
0033fabb9f9dad4bdaa81470593601d9506d2812,Found. Trends Mach. Learn,12,2016.0
ae62fcf249617941d7a9680ffcff1e7c456193b0,European Radiology,47,2018.0
5a2ecf20317ff339205d4792ccb48ed1dfdb4511,Proc. ACM Hum. Comput. Interact,11,2017.0
807b7debae1afb5726f452b08b2a0bef1661ad47,International Journal of Environmental Research and Public Health,42,2023.0
ee914ca413ff0458bc75e408afd21ac3e918916c,BioMedical Engineering OnLine,38,2015.0
b7ac8ddf4b751122279619b9b0ac761f769dabeb,Cell Stem Cell,10,2018.0
68e5cfb0f242c6f1af8416d539e5e67051247b38,Journal of systems architecture,30,2018.0
239f500b6396cc97f51e5c53d165fae9ce13f661,Neural Information Processing Systems,7,2016.0
f6312801e5ebfdfe6fb9445db91569b4c765bd7b,Nature,1,2021.0
f245cb449265c9bec8ed3be9610d51d486429cf2,Journal of Veterinary Pharmacology and Therapeutics,25,2020.0
68476cf5035979ec1114ed285fea6cd9b56b7718,IBM Systems Journal,38,1984.0
d83a99bfb6f81565a186e0eb86858864568c1327,Communications of the ACM,31,2017.0
593784aa3525e3c875e125c68cfbbb1da72a1005,IEEE Access,26,2018.0
3eb14a542d45abb8c294044e899629b0aebb4711,The Lancet,29,2020.0
395de0bd3837fdf4b4b5e5f04835bcc69c279481,Annual Meeting of the Association for Computational Linguistics,21,2019.0
f317245470684169a27a31e2f5415b06b21147d5,Neurocomputing,47,2020.0
8d19c68cada5e1d50d801a06b3acae0ab32c451a,Cancer Cell,22,2020.0
68d18b753d1a27599097a407a291fdf3b658e8e2,Science Robotics,41,2022.0
ee30329e0d965b3130e628751f9f437d5f54c75b,ACM Computing Surveys,34,2020.0
f0ff03acd8ebd90c39b77480d656c41e6aecc55e,IEEE transactions on intelligent transportation systems (Print),16,2017.0
9019fde5d617a1981399200501e8c67136cd1a3a,,7,2013.0
a53de06437f166b89f952211e7e882d7dbec4e58,ACM Computing Surveys,6,2017.0
09a58cd84600bb6937d055e71fc7df745c7ad62b,Science China Information Sciences,4,2022.0
6ccabb3811728bb6a80c4519b1b716cfd6727402,Journal of Chemical Physics,35,2009.0
c62ded3f7574b4c2142ea5b21d129165c87505e0,Metabolites,7,2020.0
cf3cfb90a6d8c431dc8a7f115b011d5ffbb439ee,North American Chapter of the Association for Computational Linguistics,11,2021.0
e1fb567490b6c8cd556a986445b640894d0b4f92,IEEE Transactions on Services Computing,13,2015.0
721f6290d262e5fa55cbb5a332d7f1897ea61a09,Remote Sensing,18,2020.0
20e4ec0ded64ce3d92feff429f84e2dd7ac7c98d,ILD@ESWC,35,2012.0
10b2bbcf9d69e5f3d3b9cb58b7d293d1ee532368,Science and Engineering Ethics,39,2010.0
2a902fc7630b77daa2873f72b9cc6c3619677a10,IEEE Internet of Things Journal,16,2019.0
606b66cffac63098da83615b8e8236cf97bd1351,The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmieres,12,1997.0
50db74aa7e662b640ccbf37788af62cd8af3e930,Annual Meeting of the Association for Computational Linguistics,14,2021.0
9c8dada92a75753376667575e22a66678641c842,Signal processing. Image communication,25,2015.0
236da67d020b4dd3937e8089348d047b656ef128,Trends in Plant Science,19,2014.0
fbef9a07a0390362507259f66e349a41184383de,Journal of Big Data,41,2015.0
6c2b28f9354f667cd5bd07afc0471d8334430da7,Journal of machine learning research,22,2003.0
a738de8a8cd7516352e39524ef6b8fe1c8a5dac8,Patient Education and Counseling,6,1998.0
581b81c98254c7051dd777a42fda685b6118b2f9,IEEE Security and Privacy,44,2018.0
2bd6470e300018390cb7ba21c826760aa994bfd3,ACM Transactions on Intelligent Systems and Technology,8,2019.0
d8345ba0f7d0b357f4248c849807bc8cd9347952,International Journal of Innovative Science and Research Technology,35,2024.0
8f5e29fa634d02babe906fcecdc0aa8b1efcf32c,PLoS ONE,28,2018.0
1696cbf7da0ee845c50591843993e6605adec177,Communications of the ACM,21,2012.0
46bf81454642c1daded206e9b7c07a2c09963e88,"IEEE Transactions on Systems, Man and Cybernetics",40,1993.0
f54af9cecf99b4f02d50aa9e436d3751d75dfcf9,Interacción,34,2020.0
6a049aa887cc86bfbea45066a0b2da33ded15ecd,Journal of healthcare information management: JHIM,41,2004.0
96fb1457296225158d0354d67c08e318c4757d2c,Canadian Journal of Cardiology,6,2021.0
0a2cc63ab32cff2d7bb78ffbb848337b18b001fc,IEEE Transactions on Image Processing,30,2019.0
a4de5952b4534f7f6f8a6fde6fcc83c266ba0b7f,International Journal of Electronics and Telecommunications,48,2023.0
92db157269c25141fdfff8d8a206d542010f60ad,Population Health Metrics,49,2017.0
80aedf917c313bb2d5171f83311d8d7872fe749e,npj Schizophrenia,28,2019.0
9cda0833a3ca01bf8c8da7f3ddc1e918c9d43547,Annals of Operations Research,1,2015.0
c02dfd94b11933093c797c362e2f8f6a3b9b8012,Neural Information Processing Systems,36,2001.0
f2ace1134350e37d1ed8ab765140a3a48079cc16,The VLDB journal,47,1998.0
b864e46a5b3105b4d3b75f6955fff1a40654bbaf,Information retrieval (Boston),43,2005.0
f1e7ef630ced1d6c109ac60a8b42846b61eeeb9f,Journal of Physical Chemistry A,4,2010.0
fba318b22d81887daa71add2a96c24a503163a6f,JAMIA Journal of the American Medical Informatics Association,31,2006.0
5289463e90a350b57a5f84190c456d8c38d86368,Journal of Mass Spectrometry,39,2010.0
9803a373b6ceea43b088fdce039f1b0730c97ebe,IEEE Internet Computing,19,2002.0
97315196c06c4a9765685d1bbeb31c03bd3753c2,arXiv.org,26,2015.0
decddc96a3e85af378b10b1a455359d3306f65d5,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",27,2019.0
a83c778e918539941cba9dcaa6ec881b3ae7a29a,Knowledge Discovery and Data Mining,46,2016.0
043614dbb86d0a2759a9b848db65b0d17bc5de33,Journal of Intelligent Manufacturing,8,2012.0
e32666501e824d1cfdc19534b0ed009c7268cd8a,Annual Meeting of the Association for Computational Linguistics,15,2016.0
b1acba679b7e659f0959f6a9a36dfa755c408938,BMC Bioinformatics,4,2014.0
712a25124dc12f33e9233881895c478a2dcdf8d9,Espert Review of Proteomics,13,2005.0
dcb6df0efad82bc677eb4f698e74b554d1489915,Patient,2,2014.0
f1d213242320b1d2bedfd8701d6a0c4ed24f6e33,IoT,47,2017.0
060d7bccd9f34e687bac20cbcde08e69b3c15214,Der Anaesthesist,16,2019.0
216fd02c57bce4f280134c2bf166447d5ad1e97e,Journal of Medical Internet Research,23,2022.0
df493d2feda5e3e96084bec640a3b956485d9d05,CSUR,25,2007.0
9eacd7d43c95be4c4771bf1a324e200918e6c0cd,Sociological Methods & Research,10,2017.0
776d9e705c8d27c3a71219e72128e8285119a39e,Neurocomputing,41,2017.0
a20411effeaac9aa457e528090dc274cb46c3412,Nature Methods,12,2022.0
c433fcc5632ee01d6e337d04a5097a10e5947906,Business & Information Systems Engineering,6,2016.0
6b228c7f2ca87c2a719dd608c651fd4228061c1a,Science Advances,13,2022.0
1feeb0f9b615720a32bc6acead45d4a39da759fe,Language and Automata Theory and Applications,22,2011.0
