authorName,hIndex
Chih-Jen Lin,1
W. Kohn,1
M. Fishbein,1
Nitish Srivastava,1
Michael Ashburner,1
Tom B. Brown,1
Evan Shelhamer,1
David S. Johnson,1
Gao Huang,1
K. Katoh,1
Tomas Mikolov,1
Individualized Treat,1
Jeffrey Pennington,1
D. Teece,1
J. Caporaso,1
I. Ajzen,1
Sudhir Kumar,1
L. Sehgal,1
Matthew E. Ritchie,1
J. Saldaña,1
Kishore Papineni,1
Muthu Dayalan,1
Allison Tong,1
Jie Hu,1
N. Chawla,1
J. Creswell,1
Ross B. Girshick,1
J. R. Quinlan,1
H. Arksey,1
G. A. Miller,1
Christian Quast,1
E. Eisenhauer,1
R. Freeman,1
P. Shrout,1
Yuhai Wu,1
Joseph Redmon,1
Anthony Dewayne Hunt,1
L. S. Vygotskiĭ,1
P. Besl,1
R. Mayer,1
S. Geman,1
L. Nowell,1
N. Hoffart,1
D. Ruppert,1
Colin Raffel,1
姚利晓,1
M. Sandler,1
Lam-Tung Nguyen,1
อนิรุธ สืบสิงห์,1
Peter C. Young,1
Jianbo Shi,1
Qiong Wang,1
J. Sterne,1
P. Perner,1
M. Foucault,1
J. Schmidhuber,1
ENCODEConsortium,1
Lawrence Page,1
R. Bogumil,1
Paul A. Viola,1
Christiam Camacho,1
W. McCulloch,1
Vijay Badrinarayanan,1
J. Lafferty,1
John Rawls,1
P. Mell,1
D. Sackett,1
K. Eisenhardt,1
Catherine Blake,1
N. Speybroeck,1
C. Qi,1
M. Miles,1
David Moher,1
M. Ouzzani,1
Yoon Kim,1
Gerard Salton,1
J. Brooke,1
M. McHugh,1
M. Heusel,1
B. Boser,1
Ron Kohavi,1
J. Fine,1
Robert C Edgar,1
Junyoung Chung,1
C. Baird,1
Karl Pearson F.R.S.,1
T. Landauer,1
Nicolas Carion,1
Mark D. Wilkinson,1
G. Huang,1
Tanja Magoc,1
J. Elman,1
OpenAI Josh Achiam,1
P. Brown,1
William H. DeLone,1
A. Madry,1
Hengshuang Zhao,1
Chelsea Finn,1
P. Bourdieu,1
Marius Cordts,1
Long Ouyang,1
Nils Reimers,1
V. Chandola,1
S. Fortunato,1
Linda T. Smith,1
J. Gubbi,1
知秀 柴田,1
U. V. Luxburg,1
G. Adomavicius,1
M. Lewis,1
A. Ng,1
C. Huttenhower,1
Mathieu Bastian,1
David R. Thomas,1
J. Paez,1
Bryan Perozzi,1
T. Joachims,1
Hongyi Zhang,1
Kevin P. Murphy,1
B. Pang,1
Ishaan Gulrajani,1
M. Krzywinski,1
David Silver,1
T. Gruber,1
Gabrielle Durepos,1
Adil Rafiq Rather,1
Yaroslav Ganin,1
J. Suykens,1
Prof Christopher,1
L. Kaelbling,1
N. Gorelick,1
Y. Gal,1
W. Schultz,1
D. Hinkley,1
John P. A. Ioannidis,1
T. Bailey,1
S. Capella-Gutiérrez,1
J. E. Hu,1
Anil K. Jain,1
L. Shapley,1
Han Xiao,1
A. Guttman,1
R. Saiki,1
C. Darwin,1
J. Yosinski,1
Pamela Baxter,1
H. Hinterberger,1
R. Apweiler,1
A. Collins,1
T. Kohonen,1
M. Margulies,1
Thang Luong,1
D. Holdstock,1
M. Reck,1
Sergey Zagoruyko,1
Jake Snell,1
J. Bentley,1
Xingjian Shi,1
Jasper Snoek,1
Chengjie Chen,1
P. Gill,1
Sylvia Ratnasamy,1
Tao Blockindeng,1
Pascal Paillier,1
Steffan N. Hoa,1
J. Brahmer,1
H. V. Hasselt,1
J. Perk,1
R. Whittemore,1
F. Scarselli,1
Stéfan van der Walt,1
J. Kirkpatrick,1
Suhas S. P. Rao,1
M. Halliday,1
S. Freeman,1
D. Budgen,1
M. Hagan,1
J. Weinstein,1
Alex Wang,1
T. Cormen,1
Stephen P. Boyd,1
H. Zou,1
Yonghui Wu,1
Amir Beck,1
D. Signorini,1
C. Gilligan,1
H. Hotelling,1
A. Bradley,1
Bob Carpenter,1
Zhe Cao,1
Bridget C. O’Brien,1
Prof. Homayoon Beigi,1
E. Benjamin,1
Craig Gentry,1
Zhenzhong Lan,1
I. Jolliffe,1
D. Blei,1
Rui Xu,1
Vassil Panayotov,1
Burr Settles,1
Jeff Donahue,1
James A. Ohlson,1
J. Zhao,1
Alejandro Barredo Arrieta,1
Jesse Davis,1
P. Kantor,1
Ian Foster,1
Helmut Ltkepohl,1
Aakanksha Chowdhery,1
Peter D. Turney,1
G. Goos,1
James Killen,1
P. Holland,1
Chet Langin,1
Brent Ewing,1
Mukund Sundararajan,1
Daniel Davis Wood,1
Vipul Goyal,1
Taher El Gamal,1
Jun-Yan Zhu,1
I. Benbasat,1
D. Goodhue,1
Balaji Lakshminarayanan,1
Jane Bennett,1
Sylvain Firer-Blaess,1
K. Lagesen,1
H. Snyder,1
A. Marowka,1
F. Kschischang,1
N. Dalkey,1
Tian Zhang,1
R. Herbst,1
Djork-Arné Clevert,1
Ashwin Machanavajjhala,1
R. Rubinstein,1
K. Bollacker,1
Alexei Baevski,1
Azriel Rosenfeld,1
J. Douceur,1
Angel X. Chang,1
M. Swain,1
M. Mirdita,1
R. Jacobs,1
Konstantin Shvachko,1
Andrew Brock,1
D. Powers,1
J. Bollen,1
N. Altman,1
D. W. Scott,1
P. Sermanet,1
H. Drucker,1
P. Brockwell,1
W. Beaver,1
K. Järvelin,1
R. Sokal,1
N. Binkert,1
W. Frazier,1
G. Talavera,1
Seyed-Mohsen Moosavi-Dezfooli,1
Anit Kumar Sahu,1
S. Kotsiantis,1
Martín Arjovsky,1
T. Chen,1
J. Bethencourt,1
L. Gandhi,1
Anne E Carpenter,1
E. Tulving,1
Karen Spärck Jones,1
P. Deb,1
Zhuang Liu,1
Zhaowei Cai,1
Anas N. Al-Rabadi,1
D. Berwick,1
Karen Barad,1
Radim Rehurek,1
Sariel Har-Peled,1
Sangdoo Yun,1
A. Ramesh,1
Gabriele Paolacci,1
Richard Y. Wang,1
E. Sanders,1
Giuseppe DeCandia,1
James Franklin,1
John D. Lee,1
Shaojie Bai,1
Yang Chen,1
Ivica Letunic,1
Simon Urbanek,1
Mikhail Baxhtin,1
Fei Tony Liu,1
R. Lanfear,1
Zichao Yang,1
C. Luk,1
L. Adleman,1
M. Flickner,1
C. Wah,1
E. Tjong Kim Sang,1
Bobak Shahriari,1
The Uniprot Consortium,1
Tian Li,1
Tom White,1
Takeshi Sakaki,1
A. Brazma,1
Hilary Charlesworth,1
S. Karlin,1
Sugato Basu,1
J. Kaplan,1
R. Dessau,1
Donald A. Sch,1
Yubing Shi,1
Ronny Lorenz,1
Mariusz Bojarski,1
D. Nistér,1
L. Tierney,1
Christine Bold,1
Matthias Fey,1
Joy Buolamwini,1
Mahbod Tavallaee,1
Bryan C. Russell,1
S. Whitfield-Gabrieli,1
Sijie Yan,1
Zhibiao Wu,1
Rishi Bommasani,1
T. DeSantis,1
Y. Teh,1
A. Rittmeyer,1
Robert M Hawlick,1
D. Shuman,1
Skipper Seabold,1
Jing Yang,1
Philipp Koehn,1
Ke Sun,1
P. Lambin,1
Riccardo Guidotti,1
B. MacLean,1
Haibo He,1
E. Becht,1
D. Bentley,1
Dong-Hyun Lee,1
M. Nilsback,1
K. Müller,1
Stephen M. Smith,1
R. Green,1
I. Tirosh,1
C. Carter,1
Ziyun Wang,1
Adam L. Berger,1
Dmitry Ulyanov,1
K. Moons,1
G. Zhang,1
Priya Goyal,1
J. Rotter,1
Amir Gandomi,1
L. Katz,1
Gustavo E. A. P. A. Batista,1
Heng-Tze Cheng,1
Stefka Tyanova,1
Sylvain Arlot,1
R. Rusu,1
Chao Jia,1
G. Haines,1
Jeff Johnson,1
Yuxin Wu,1
P. Maymounkov,1
Wiwin Wiarsih,1
Lincy Mathews,1
Ting Yu,1
Zhen Wang,1
Ling Bao,1
F. Vernadat,1
C. Trapnell,1
J. Finkel,1
E. Haroutunian,1
M. Herlihy,1
E. P. hommeaux,1
R. Wagner,1
Karl J. Friston,1
Matthew T. Maurano,1
P. Rozin,1
J. Dormand,1
K. Christidis,1
G. Karniadakis,1
Jonathan Frankle,1
C. Wohlin,1
G. Ateniese,1
Harshad Rai,1
Deborah L Butler,1
U. Raghavan,1
Sarah Verschueren,1
Spyros Gidaris,1
B. Hu,1
Jianguo Zhang,1
Kevin Ashton,1
Tong Qin,1
Augustus Odena,1
Jean-Baptiste Alayrac,1
Valerie Barr,1
Aron Marchler-Bauer,1
Paul Covington,1
J. Vaidya,1
Allan M. Collins,1
Anita M. Pomerantz,1
D. D. Murphey,1
Yu Chen,1
George E. Dahl,1
M. Bichler,1
Amit X. Garg,1
Felix Wu,1
N. Eagle,1
Tolga Bolukbasi,1
M. Reichstein,1
Matthew Chambers,1
T. Brox,1
Christopher Alexander,1
D. B. Barrett,1
B. Biswal,1
C. Stein,1
T. Hengl,1
Kenneth Cukier,1
Patrice Y. Simard,1
Hyung Won Chung,1
Philip Chen,1
M. Burrows,1
M. Delgado,1
Pedro M. Domingos,1
K. Skivington,1
G. E. P. Box,1
R. Nosofsky,1
K. Butler,1
Stefan Schaal,1
S. Subashini,1
Iz Beltagy,1
Adam D. I. Kramer,1
Sébastien Bubeck,1
J. Gama,1
Rahul C. Deo,1
D. Brickley,1
Andrea Frome,1
J. Wooldridge,1
E. Pruesse,1
G. I. Parisi,1
F. Hampel,1
G. Susman,1
F. Schneider,1
Weibo Liu,1
C. Petri,1
T. Bodenheimer,1
S. Hunt,1
K. Batcher,1
The UniProt Consortium,1
Alexander Toshev,1
H. Jégou,1
Karl R. Weiss,1
S. Wei,1
Luis Perez,1
R. Buckner,1
Jennifer R. Kwapisz,1
Kai Arulkumaran,1
J. Law,1
Jianping Gou,1
A. Eklund,1
Takeru Miyato,1
Adamson,1
Matt Fredrikson,1
T. Sterling,1
J. Scott,1
Lawrence Sirovich,1
R. Thurman,1
Wei-Ning Hsu,1
F. Jiang,1
F. Hutter,1
Z. Shelby,1
H. Nader,1
Michael D. Schmidt,1
C. Bruna,1
J. Kubiatowicz,1
J. Popay,1
Julian R. A. Swinkels,1
A. Fry,1
Babak Ehteshami Bejnordi,1
M. Welling,1
R. S. Azevedo,1
G. Trooskens,1
Emma Strubell,1
J. Keller,1
Baek M,1
Li Wan,1
F. Wörgötter,1
F. Petroni,1
M. S. Brown,1
Tim Dettmers,1
G. Casella,1
F. E.,1
Yukun Zhu,1
S. Laine,1
Zhilu Zhang,1
U. Manber,1
Sai Praneeth Karimireddy,1
Denny Vrandečić,1
H. Samet,1
J. Irvin,1
A. Senior,1
A. Harrow,1
Hongyang Zhang,1
Solon Barocas,1
Illtyd Trethowan,1
Zilong Huang,1
A. Frankish,1
W. Orlikowski,1
Shawn Hershey,1
Ronald L. Rivest,1
D. G. Gibson,1
E. Brochu,1
D. Lenat,1
B. Bernstein,1
Giri Narasimhan,1
Zhangyin Feng,1
P. Selinger,1
R. Pea,1
Wayne Xin Zhao,1
Rami Al-Rfou,1
S. M. Riazul Islam,1
Haiyan Liu,1
Jie Tang,1
Ehsan Elhamifar,1
Chen Sun,1
S. Saroiu,1
Yann Dauphin,1
Celia Wolf-Devine,1
Yang Lu,1
B. Recht,1
Sean Davis,1
Mateusz Buda,1
A. Smeulders,1
Donald R. Jones,1
M. Hammer,1
Yi Sun,1
M. Gelfond,1
Teven Le Scao,1
Joseph K. Goodman,1
Shunyu Yao,1
Lida Xu,1
Asifullah Khan,1
Glen Jeh,1
C. Eitzinger,1
D. Reynolds,1
L. Foster,1
Navneet Bains,1
A. Elmagarmid,1
S. Bendall,1
Haoqiang Fan,1
Xiaobo Fan,1
D. Chaum,1
H. Ishwaran,1
I. Berlin,1
Yuntao Bai,1
Satoshi Nakamoto,1
Andrew Carlson,1
H. Putter,1
M. M. Najafabadi,1
Daniel Restrepo-Montoya,1
Oludare Isaac Abiodun,1
A. Kittur,1
Subhransu Maji,1
Warrren B Powell,1
J. Salvatier,1
J. Dongarra,1
Robert Vaser,1
V. Hatzivassiloglou,1
J. Rothberg,1
A. Parasuraman,1
T. Bray,1
Timnit Gebru,1
Louisa Penfold,1
Janet Treasure,1
Boris Polyak,1
Ziwei Ji,1
Christos Faloutsos,1
Kensaku Kawamoto,1
Viktor Mayer-Schnberger,1
Melvin Johnson,1
Min-Sik Kim,1
Ahmed E. Kosba,1
A. Botta,1
D. Capper,1
D. Anguita,1
D. Mackay,1
Guy Zyskind,1
J. Zimmerman,1
Amit Zeisel,1
S. Brunton,1
P. Verhoef,1
Morgan C. Benton,1
N. Shervashidze,1
J. Q. Candela,1
Ossama Abdel-Hamid,1
G. Lemaître,1
J. Tsitsiklis,1
Riccardo Miotto,1
Sean J. Taylor,1
Justin M. Johnson,1
K. Singhal,1
Ralph P. Hummel,1
David F. Ferraiolo,1
Ian Niles,1
金田 重郎,1
A. Charnes,1
Jing Huang,1
P. Mockapetris,1
L. Käll,1
David Cohn,1
John C. Platt,1
Shane P. Pederson,1
Susan Leigh Star,1
Chenxi Liu,1
Hisayuki Horai,1
Jianlin Su,1
Seth Gilbert,1
Aravindh Mahendran,1
S. Horvath,1
M. Chiang,1
F. Spitz,1
P. Ciaccia,1
J. Stilgoe,1
A. Osseiran,1
Poonam P. Khot,1
J. Biamonte,1
Rebecca Killick,1
P. Hogan,1
Michael Feldman,1
S. Wolfert,1
F. Bach,1
Ming-Hui Huang,1
Jonathan Berant,1
I. Otung,1
R. I. Sutton,1
Guillaume Klein,1
E. Prince,1
Matthew E. Taylor,1
Elad Hazan,1
Gedas Bertasius,1
John Fox,1
Geoff Hulten,1
Emily Alsentzer,1
Rafael Müller,1
Guokun Lai,1
Tsung-Yu Lin,1
S. Muthukrishnan,1
Li Yuan,1
A. Bartók,1
Timothy M. Hospedales,1
Jesse Yli-Huumo,1
R. Blumofe,1
Xiaowei Song,1
Victor Costan,1
D. Jackson,1
Purusharth Kumar Sharma,1
M. Gori,1
Gerwin Klein,1
P. D. Sahin,1
M. Ballerini,1
R. Holte,1
A. Dawid,1
Sharan Chetlur,1
Andrew M. Saxe,1
Junnan Li,1
M. Someren,1
Sally Nieman,1
Q. Zou,1
Albert Qiaochu Jiang,1
Federico Monti,1
R. Ostrovsky,1
L. Hug,1
Thomas J. White,1
M. Yuan,1
Konstantinos G. Liakos,1
Andrew Ilyas,1
R. Zemel,1
Yiran Dong,1
Kinga Polynczuk-Alenius,1
Margaret Mitchell,1
P. Hunt,1
V. Lavrenko,1
P. Cilliers,1
J. Benet,1
Florian Tramèr,1
Christopher Berner,1
Asaph Azaria,1
Yogesh Kumar. C,1
Mathias Wilhelm,1
X. Xu,1
N. Shavit,1
Michael Ahn,1
Bin Xiao,1
Dave A. Thomas,1
Michael Nofer,1
R. Ramakrishnan,1
B. Khaleghi,1
Karol Gregor,1
R. A. V. D. Berg,1
G. Healy,1
M. Shoeybi,1
Zhenqin Wu,1
Mark J van Rossum,1
David A. Patterson,1
Arsalan Zahid Piprani,1
Roberto Navigli,1
T. Jaakkola,1
D. Wolters,1
Ali Razavi,1
F. Amirabdollahian,1
S. Adl,1
J. Burrell,1
E. McCreight,1
P. D. Long,1
Frank A. Pasquale,1
E. Kussul,1
Michael Romano,1
Download Here,1
K. Farh,1
Hugh Alderwick,1
Ali Shafiee,1
Zewar Shah,1
J. Degnan,1
R. Rohwer,1
V. Batagelj,1
S. Curtarolo,1
A. Kaplan,1
Mushtaq Ahmad Shah,1
David G. Sirmon,1
Jessica Lin,1
Aarohi Srivastava,1
N. Roussopoulos,1
Nicolas Pasquier,1
D. Reich,1
Yaniv Ovadia,1
P. Tan,1
Karl S. R. Warner,1
David J. Hauser,1
Y. Chien,1
M. Sipser,1
Ilija Radosavovic,1
Johannes Klicpera,1
Jiaxi Tang,1
Martin Hilbert,1
Adam Santoro,1
J. Broekstra,1
Mahmood Sharif,1
P. Burns,1
L. Winner,1
J. Tenenbaum,1
Xiaoyong Yuan,1
Samuel G. Rodriques,1
U. Sivarajah,1
M. Fowler,1
Agustí Verde Parera,1
P. Greenland,1
P. McCulloch,1
M. Rupp,1
Aapo Hyvärinen,1
Keith Moss,1
D. Barber,1
A. Mason,1
Dikala Otete François,1
L. Espeholt,1
Ron Artstein,1
Dongkuan Xu,1
Nabilla Farah,1
S. Beausoleil,1
Jérôme Kunegis,1
Yongxin Liao,1
Kevin Clark,1
A. U. Parvathi,1
Donatello Conte,1
Mamadou Guedji DIOUF,1
Robin Sommer,1
A. Ellis,1
Jonathan Tompson,1
Marco A. F. Pimentel,1
Yanping Huang,1
Muhammad Rizki,1
Konstantinos Bousmalis,1
Himanshu Jain,1
G. Widmer,1
A. Bifet,1
Kaidi Cao,1
A. P. Bart'ok,1
V. Fragnelli,1
I. Dhillon,1
Pierre Baldi,1
M. Rabin,1
R. Merkle,1
H. Weintraub,1
P. Tang,1
P. B. Jensen,1
R. Thoppilan,1
J. Frey,1
Kevin A. Hoff,1
Lili Chen,1
Ayon Dey,1
Y. Duan,1
P. Dirac,1
Ruth C. Fong,1
D. Edwards,1
Timo Schick,1
Giuseppe Carleo,1
G. Karagiannis,1
David Bau,1
Nancy Fraser,1
Yuxi Li,1
S. Flaxman,1
Aleksandra Checko,1
M. Lagoudakis,1
G. Phillips,1
K. Choromanski,1
C. Geertz,1
K. MacQueen,1
J. Corbett,1
J. Zadeh,1
M. Pratt,1
E. van Dijk,1
L. Cordella,1
J. Mellor-Crummey,1
D. Fadrosh,1
P. S. G. Aruna Sri,1
M. Berthold,1
Nal Kalchbrenner,1
Joseph V. Brady,1
Kates W. Robert,1
Alessandro Acquisti,1
G. Makoul,1
Ronen Feldman,1
C. Rasmussen,1
M. Lowe,1
Ling Huang,1
M. P. Kumar,1
T. Lindahl,1
I. Reed,1
Xipeng Qiu,1
J. Graham,1
A. Smeaton,1
I. Kaminow,1
T. Nagano,1
Erez Lieberman-Aiden,1
Florian Tschorsch,1
Xiaoqi Li,1
Jinze Bai,1
Roozbeh Mottaghi,1
R. Bajcsy,1
Ricardo Vinuesa,1
A. Ben-Dor,1
R. Karp,1
W. James Murdoch,1
Chengxiang Zhai,1
N. Nie,1
E. Horvitz,1
L. Stockmeyer,1
Y. Amit,1
Marius Muja,1
A. Jha,1
W. Pugh,1
G. Brostow,1
P. Pintrich,1
D. Roberts,1
Hung-Jen Liao,1
Sara Ahmed,1
David S. Lee,1
A. Boyle,1
Peter M. Chen,1
J. Dijck,1
Author R. P. Dilworth,1
Lawrence A. Gordon,1
S. D. Pietra,1
A. Sora,1
Wes McKinney,1
H. Tian,1
Claude Sammut,1
B. R. Noack,1
Pablo N. Mendes,1
B. Zhang,1
D. Davis,1
P. Boersema,1
S. Akçay,1
J. James,1
Rosena Shintabella,1
Chuanlong Yin,1
Zhifeng Kong,1
L. Monostori,1
Pang Wei Koh,1
Peter J. Campbell,1
D. V. Dijk,1
T. Yarkoni,1
David Baidoo-Anu,1
A. Goldstein,1
David D. Oberhelman,1
M. Cannarsa,1
E. Ukkonen,1
Stephen L. Parente,1
M. Hall,1
Ziwei Zhang,1
P. Shvaiko,1
G. Li,1
Johannes Hoffart,1
P. Hom,1
R. Hull,1
Oren Etzioni,1
Dan Otter,1
S. Ogawa,1
A. Krizhevsky,1
C. L. P. Chen,1
Sarthak Jain,1
Cynthia L. Corritore,1
Cheng-Tao Chu,1
F. Provost,1
Xiaoping Han,1
Rianne van den Berg,1
Franz Pöchhacker,1
D. V. Carvalho,1
G. Boeing,1
Jinghai Rao,1
Hongming Chen,1
P. Duignan,1
Qian Chen,1
A. Cooper,1
F. Kamiran,1
Nikhil Mishra,1
R. Wick,1
D. Wicks,1
G. Andrew,1
So-Youn Shin,1
Ittay Eyal,1
John H. R. Maunsell,1
Jesse Levinson,1
Charles Sutton,1
A. Papoulis,1
Kevin Yang,1
K. Lejaeghere,1
V. Rakyan,1
Jaina Mistry,1
James Atwood,1
Agnieszka Mikołajczyk,1
Wei-Lin Chiang,1
N. Levina,1
D. Harel,1
Dan Alistarh,1
V. Guruswami,1
R. Reiter,1
E. Awad,1
Loi Luu,1
A. Meijer,1
Z. Stephens,1
Jonathan Ragan-Kelley,1
E. Allgower,1
Sirish Chandrasekaran,1
E. Christodoulou,1
Neide Mayumi Osada,1
M. Marcus,1
M. Simonovsky,1
Jian Li,1
Atsushi Igarashi,1
Francis X. McKeen,1
Jie Lu,1
Edwin V. Bonilla,1
Paris Carbone,1
James T. Wilson,1
OpenAI,1
Jean‐François Bonnefon,1
Irit Dinur,1
Edward A. Lee,1
A. Shrestha,1
Ye Zhang,1
T. Pollard,1
D. Hassabis,1
R. Cody,1
Moinuddin K. Qureshi,1
A. Aspuru‐Guzik,1
B. Akay,1
Jaehong Yoon,1
Xiaolei Ma,1
Nickolaos Koroniotis,1
F. Giannotti,1
J. Euzéby,1
Bingyi Kang,1
P. Appelbaum,1
M. Essers,1
Thibault Groueix,1
Kevin D. Bowers,1
Nitin Agrawal,1
Hal Berenson,1
I. Arel,1
G. Church,1
Heng Li,1
Chung-Cheng Chiu,1
Jianlong Fu,1
Heiko A. Gracht,1
M. J. Bitner,1
J. Cocks,1
Wei-Yin Loh,1
J. Zech,1
Reiichiro Nakano,1
H. Kushner,1
Yaoqing Yang,1
Ziniu Hu,1
Mike. Rother,1
Fulai Jin,1
Joanna Smith,1
Lawrence Less,1
A. Tsymbal,1
Ansam Khraisat,1
F. Baader,1
Sainbayar Sukhbaatar,1
James W. Clark,1
H. Beyer,1
Vitali Petsiuk,1
D. Bajusz,1
M. Greicius,1
E. Fujisaki,1
N. Tangri,1
H. Jaegher,1
Mark von Rosing,1
Colby Ranger,1
Fumin Shen,1
J. Brehaut,1
Christian Janiesch,1
Tim Bray,1
Samuel Gehman,1
Jason A. Reuter,1
A. Steel,1
Ciprian Chelba,1
D. Haussler,1
Tony Schirato,1
Xue-wen Chen,1
D. Baehrens,1
C. Mehta,1
C. Sinsky,1
Mehdi S. M. Sajjadi,1
Debby R. E. Cotton,1
Yucheng Low,1
R. Pace,1
Roy Schwartz,1
Tomasz Lis,1
B. Shickel,1
K. M. Al‐Harbi,1
L. F. Barrett,1
Jason L. Dedrick,1
K. Curran,1
Jiaqi Ma,1
R. Hadani,1
T. Speed,1
L. Toledo-Pereyra,1
Chris Dyer,1
Xi-Nian Zuo,1
S. Roweis,1
Christian Forster,1
Senthilkumar Mohan,1
Raju Vaishya,1
Shahriar Akter,1
Xiaoxuan Liu,1
Lexiang Ye,1
Alin Dobra,1
M. Plume,1
Paul Ohm,1
D. Hunter,1
D. Sculley,1
Berk Atikoglu,1
Dmitry Lepikhin,1
Marianne Bertrand,1
Y. Simoni,1
D. Cusanovich,1
Beverly Yang,1
K. O'Malley,1
E. Elm,1
Sabyasachi Dash,1
Alistair E. W. Johnson,1
C. Atkinson,1
Xiaohua Zhai,1
G. Marcus,1
R. Poplin,1
H. van der Sijs,1
Gauri Joshi,1
Nurzhan Zhumabekuly Aitzhan,1
Mike Ananny,1
P. Werbos,1
Thomas C. Herndon,1
Abbas Acar,1
M. Murad,1
D. Vyas,1
Jianxun Lian,1
Thorsten Wuest,1
Hakim Weatherspoon,1
J. Cook,1
E. Heitzer,1
J. Pearl,1
L. Degner,1
Ron Avnur,1
J. C. Reynolds,1
Yang Liu,1
Hamel Husain,1
P. Newson,1
Donald Metzler,1
Xu Jia,1
Moshe Zadka,1
Sébastien A. Smallwood,1
Richard Chow,1
S. Harding,1
D. Apley,1
X. Chai,1
J. Gainor,1
W. Swartout,1
N. Goldman,1
L. Blackhall,1
Lijuan Cao,1
Mauricio A. Hernández,1
Irwan Bello,1
E. Sayers,1
K. Bera,1
Junshui Ma,1
A. Rahmani,1
S. Kobatake,1
P. Zezula,1
E. Sperner,1
E. Lander,1
Amy Bearman,1
M. P. D. Bellacasa,1
Viraaji Mothukuri,1
C. Cachin,1
Thomas Connolly,1
Nicholas I. Sapankevych,1
T. Anderson,1
R. Mothilal,1
M. Everingham,1
J. L. Hafner,1
Balázs Hidasi,1
A. Fahad,1
Vagelis Hristidis,1
Ping Zhou,1
S. Dustdar,1
David Mumford,1
R. Johansen,1
S. John,1
N. Japkowicz,1
Jakob Nikolas Kather,1
Charith Perera,1
A. Pfitzmann,1
Adam Back,1
Sebastian Borgeaud,1
R. Chisin,1
M. Helmstaedter,1
Ihab F. Ilyas,1
M. Sheets‐Johnstone,1
R. Krajewski,1
Pavel Talamanov,1
M. F. Ulinnuhaa,1
R M Alexander,1
Andrew Jaegle,1
Amalia Khusnul Irfani,1
Ralf Westram,1
Shao-En Ong,1
Arefa Khan,1
M. Kallahalla,1
William Lotter,1
Sabita Aryal,1
Kevin Lewis,1
Peter Brusilovsky,1
M. Gianfrancesco,1
Dikka Safriyanto,1
R. Fraser,1
Chunxiao Jiang,1
Philippe Bonnet,1
Ross J. Anderson,1
Hanqing Zeng,1
I. König,1
L. T. Kou,1
C. Sunstein,1
E. Börger,1
K. Wüst,1
Rodolphe Durand,1
Rongkai Xia,1
Thomas Walter,1
Pablo Pastén,1
S. Murphy,1
Bruno M. C. Silva,1
J. Wellendorff,1
Philip Wadler,1
M. Oquab,1
D. Denyer,1
Paul Thagard,1
B. Calder,1
M. Tucker,1
Mohammad Saeid Mahdavinejad,1
M. Linkert,1
S. Palaniappan,1
Avita Katal,1
P. López,1
Wei Li,1
James R. Driscoll,1
J. Cadet,1
P. Hitzler,1
F. Mahdisoltani,1
Ion Androutsopoulos,1
R. Chaiken,1
O. Yersal,1
J. Gotts,1
I. Niemelä,1
M. Zamani,1
Jayesh K. Gupta,1
Alfonso de Pietri-Tonelli,1
Linda Tuhiwai Smith,1
Julia Dressel,1
Albert Q. Jiang,1
Dat Quoc Nguyen,1
Jonathan Cohen,1
Alexandre Moeuf,1
S. Lipovetsky,1
M. Horridge,1
Sam Johnson,1
Stefan A. D. Popenici,1
K. Armstrong,1
A. Zhavoronkov,1
Yunhao Wang,1
Óscar Corcho,1
A. Stiggelbout,1
D. Angus,1
Rosanne Liu,1
S. Raychaudhuri,1
Chrisantha Fernando,1
M. Parry,1
Shuroug A. Alowais,1
Hongning Dai,1
ChengXiang Zhai,1
Anjali Rao,1
J. Amann,1
B. Erickson,1
M. Russew,1
Jennifer M. Logga,1
Md. Zahangir Alom,1
Percy Liang,1
M. Slaughter,1
Maurizio Vichi,1
Natalia V. Kovalyova,1
David Guera,1
Mehmet Fatih Çömlekçi,1
M. Conti,1
Geoff Pleiss,1
Xiaoyue Wang,1
B. Neumann,1
J. Gennari,1
Thomas Wolf,1
Philip J. Stephens,1
Michael A. Bender,1
Will Grathwohl,1
S. Straus,1
Wu He,1
Noam M. Shazeer,1
S. Bhattacharyya,1
J. Keynes,1
Meena Choi,1
R. Ledley,1
S. Gu,1
Lerrel Pinto,1
Bernhard Schölkopf,1
Qi Xia,1
David Stutz,1
A. Dragojevic,1
Eyal Péer,1
Amy J. Ko,1
U. Hunkeler,1
John L. Smith,1
Ryan H. Peters,1
Xin Rong,1
Hanjiang Lai,1
Noah D. Goodman,1
R. Rosenfeld,1
K. Jones,1
T. Kind,1
Filip Karlo Dosilovic,1
Rafael Gómez-Bombarelli,1
P. Zarchan,1
Elizabeth T. Welsh,1
Minh-Thang Luong,1
S. Bhatti,1
L. Csató,1
Albert Gatt,1
Lik-Hang Lee,1
E. Harder,1
C. Buckley,1
J. Fortin,1
Weiping Song,1
Tao Lei,1
R. Grossi,1
Junwhan Ahn,1
S. Haslanger,1
Jun Shu,1
Dmitrii Kochkov,1
Kenji Suzuki,1
R. Caspi,1
R. Bruderer,1
Xiao Sun,1
D. Lehmann,1
J. Horvat,1
Din J. Wasem,1
J. Winn,1
Lisa Rosenbaum,1
Christina Delimitrou,1
K. Fukushima,1
B. Anderson,1
Stéphane d'Ascoli,1
R. Watson,1
R. Graves,1
Ken Ziyu Liu,1
Yang Xin,1
T. Bayes,1
M. Sonka,1
