proceedingId,conferenceName,year,venue,city,edition
1c5d2ad9-fe2d-4c98-88c6-486a784c3c0a,European Conference on Computer Systems,2007,Beijing University of Posts and Telecommunications,Beijing,1
f688e6b4-adfc-4128-a079-bddc9839dc55,European Conference on Computer Systems,2011,University of Amsterdam,Amsterdam,5
71552970-8f6b-4da0-9967-6fce2d5fae4c,European Conference on Computer Systems,2012,Waseda University,Tokyo,6
cef9d018-7cc4-4d9d-8a79-e5aa4ae6e7c7,European Conference on Computer Systems,2013,New York University,New York,7
be9533dd-1698-49e1-b802-e7faaac02df8,European Conference on Computer Systems,2014,Northwestern University,Chicago,8
19df5c77-de7f-40ca-b32a-8cd264ce8dfc,European Conference on Computer Systems,2015,Free University of Berlin,Berlin,9
9343a1df-cafe-4ec1-9449-8dc8f22c9432,European Conference on Computer Systems,2016,Beijing Normal University,Beijing,10
22434800-752e-4dda-b576-f30261e5074b,European Conference on Computer Systems,2017,Free University of Berlin,Berlin,11
76369731-344b-4bd4-96d2-5ec83b54b011,European Conference on Computer Systems,2018,University of New South Wales,Sydney,12
5b3fcac5-66f8-4253-9cdf-5c89335aa79a,European Conference on Computer Systems,2019,Loyola University Chicago,Chicago,13
5e5ac217-fef1-457b-b895-aa77857bd9ff,European Conference on Computer Systems,2021,Seoul National University,Seoul,15
2a8be7d1-b6ec-4ce1-b0d1-29c4e0f9ce63,European Conference on Computer Vision,2000,Paris-Saclay University,Paris,1
625aa2c3-8f99-48eb-88b0-9d5423378dd0,European Conference on Computer Vision,2002,Swiss Federal Institute of Technology,Zurich,3
28164af8-b4db-4931-8120-65f0b670bbab,European Conference on Computer Vision,2004,Tokyo Institute of Technology,Tokyo,5
1e3b67cd-fab9-4f40-91f9-b665d91a6ee6,European Conference on Computer Vision,2006,Illinois Institute of Technology,Chicago,7
09569d99-842e-4a93-9dd3-0f0da1352139,European Conference on Computer Vision,2010,Singapore Management University,Singapore,11
2a99448d-dd1c-45b1-ba9d-c4bb68a59428,European Conference on Computer Vision,2012,San Francisco State University,San Francisco,13
235a08da-91f4-4b67-9c56-2fee33bddbd1,European Conference on Computer Vision,2013,ETH Zurich,Zurich,14
492b5205-4136-46b1-8a82-60fc26f97c29,European Conference on Computer Vision,2014,Humboldt University of Berlin,Berlin,15
965a0b6c-0288-4eaf-9411-06e6186b8939,European Conference on Computer Vision,2015,City University of New York,New York,16
f149ec16-34a8-4aeb-9eef-60dba518fd61,European Conference on Computer Vision,2016,Seoul National University,Seoul,17
d106a799-0a6f-445a-ba82-34e081ba6408,European Conference on Computer Vision,2017,Berkeley,San Francisco,18
14c90049-44b5-4ccf-b3d5-7f6b9b66bdf1,European Conference on Computer Vision,2018,Nanyang Technological University,Singapore,19
ce79085f-e76d-4598-9918-fee9f8fa8c45,European Conference on Computer Vision,2019,Northwestern University,Chicago,20
85753766-bbef-4474-9c53-d25505954b7e,European Conference on Computer Vision,2020,Macquarie University,Sydney,21
336f11c3-55a2-46b3-ac38-2e9681b73918,European Conference on Computer Vision,2022,VU Amsterdam,Amsterdam,23
a0c12770-e6df-4fb2-afd6-db57ea800310,European Conference on Electrical Engineering and Computer Science,2017,University of Tokyo,Tokyo,1
c427dd23-b545-4b0d-a521-a874d54ea6c8,European Conference on Information Retrieval,2002,Technical University of Berlin,Berlin,1
80a6dac7-f13f-4bb7-b82d-64cf6cbfca34,European Conference on Information Retrieval,2013,Paris-Saclay University,Paris,12
bec4ab5d-a1f3-47f4-8251-fd14288fe443,European Conference on Information Systems,2008,Free University of Berlin,Berlin,1
caec1a4a-daad-4215-beeb-6cc8ad15575d,European Conference on Information Systems,2013,Humboldt University of Berlin,Berlin,6
48f2a76a-d2a9-48f9-b5b6-43bb01a18952,European Conference on Information Systems,2020,VU Amsterdam,Amsterdam,13
5f159e51-b4a2-42c0-aa5c-114660e056da,European Conference on Logics in Artificial Intelligence,2006,Sciences Po,Paris,1
15646c3a-4b1b-4fac-aac5-087667b445a1,European Conference on Machine Learning,1998,Harvard University,Boston,1
e828b2c5-3b38-4539-838d-e11f5717a219,European Conference on Machine Learning,1999,University of Chicago,Chicago,2
2f4edd21-4986-48f1-b620-056e0433a076,European Conference on Machine Learning,2001,National University of Singapore,Singapore,4
ccd7e826-2fa0-47c4-911e-4390ae0fb3c3,European Conference on Machine Learning,2005,Beijing Normal University,Beijing,8
c9740ffb-6558-461a-89cf-577a14ff2601,European Conference on Machine Learning,2006,Imperial College London,London,9
276f8f73-460b-49c6-9352-b1fa491cf3be,European Conference on Mobile Robots,2017,Waseda University,Tokyo,1
b2d8a17c-b1d2-466d-8968-de8a4c1fbcea,European Conference on Modelling and Simulation,2019,Massachusetts Institute of Technology,Boston,1
9b6c504e-1545-44bb-875b-96f88531fa65,European Conference on Object Oriented Programming,2005,Keio University,Tokyo,1
8cc81f3b-1e52-4eca-bb91-f205dd510ebc,European Conference on Object Oriented Programming,2007,Cornell Tech,New York,3
eb294592-29d0-4ee5-8668-353d6111f9f5,European Conference on Parallel Processing,2018,Waseda University,Tokyo,1
643fec6a-e6e7-4cec-ad35-e967155bc818,European Conference on Principles of Data Mining and Knowledge Discovery,1997,Columbia University,New York,1
67babcc3-4fb5-4b99-b7ce-7970eeb640bb,European Conference on Principles of Data Mining and Knowledge Discovery,1999,Beijing University of Posts and Telecommunications,Beijing,3
cba84867-7401-4e27-aa03-d21fb8b3812d,European Conference on Principles of Data Mining and Knowledge Discovery,2001,Wageningen University,Amsterdam,5
c9b91cc4-fa07-43d7-a071-22a784972943,European Conference on Software Architecture,2020,Massachusetts Institute of Technology,Boston,1
5bf3ed2b-ce50-4162-81c8-1b1d1e1de774,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,1993,Northwestern University,Chicago,1
6430a7ca-5ad3-47f2-a325-586e9bde6a58,European Conference on Technology Enhanced Learning,2010,Wageningen University,Amsterdam,1
20b7d6ad-0496-41c4-8272-3e4d6150627b,European Conference on Technology Enhanced Learning,2022,University of Waterloo,Toronto,13
312708b4-d151-446a-9f2b-3bf5aefcd030,European Dependable Computing Conference,1994,University of Technology Sydney,Sydney,1
90bba605-81eb-4be1-a81f-00da51365d45,European Dependable Computing Conference,2012,Seoul National University,Seoul,19
7c8a65b9-7f3c-4680-8eed-095705727c2e,European Intelligence and Security Informatics Conference,2011,Yonsei University,Seoul,1
c1270e4d-5ed6-459d-b3ed-16c359f39bd3,European Intelligence and Security Informatics Conference,2012,University of Toronto,Toronto,2
2bb2bce1-7f93-4d81-9641-0f73216eb7b1,European Interdisciplinary Cybersecurity Conference,2008,University of Waterloo,Toronto,1
b06f7273-8c28-4380-b594-c851a682701b,European Radar Conference,2018,Ryerson University,Toronto,1
51412e16-8eb8-4629-a825-bf922cd54217,European Signal Processing Conference,2019,Swiss Federal Institute of Technology,Zurich,1
ea9ed822-2a05-4aac-a6d4-b6feb8ad61af,European Solid State Circuits Conference,2021,San Francisco State University,San Francisco,1
03e27b78-20d9-4d79-ace9-7bd3a1bb7cc5,European Solid State Device Research Conference,2021,Humboldt University of Berlin,Berlin,1
355b514f-3fbe-4120-98ce-a29e139ce8f5,European Symposium on Computer Modeling and Simulation,2015,University of New South Wales,Sydney,1
1aabdadd-a169-4732-9629-1d7b865aebd6,European Symposium on Programming,2017,King's College London,London,1
c2f32df3-6ce6-4f3d-a001-9e9e810b7620,European Symposium on Research in Computer Security,2014,University of Toronto,Toronto,1
5a80e2f1-8a54-42c7-826a-8e2dad960254,European Symposium on Research in Computer Security,2015,New York University,New York,2
19a4364f-9bae-460b-9f56-42f79fa052bf,European Symposium on Research in Computer Security,2016,Stanford University,San Francisco,3
8a553446-49c3-4010-bf32-2aee878213f0,European Symposium on Research in Computer Security,2019,Massachusetts Institute of Technology,Boston,6
1059d2b9-9286-4a93-8d11-630e571b201a,European Symposium on Security and Privacy,2015,Stanford University,San Francisco,1
163314ab-4da0-47a3-8f3c-9012d62c7b59,Extended Semantic Web Conference,2006,Nanyang Technological University,Singapore,1
21a35f65-3e4f-45c0-8c14-470cdec8f1a6,Extended Semantic Web Conference,2007,University of Toronto,Toronto,2
6849ac8b-7df2-4edf-a5b3-1da0e4674529,Extended Semantic Web Conference,2008,York University,Toronto,3
74277183-e705-452a-b883-3184d9c6e293,Extended Semantic Web Conference,2009,Macquarie University,Sydney,4
0e6eefb9-8175-4f04-884a-0ef9ac37b770,Extended Semantic Web Conference,2010,"University of California, San Francisco",San Francisco,5
dd1dc5d8-97fc-4771-aa04-5934e0310719,Extended Semantic Web Conference,2011,University of Tokyo,Tokyo,6
d54c1dba-776a-4063-ba4c-809bf84f47f5,Extended Semantic Web Conference,2012,Boston University,Boston,7
ca14661d-9a7a-4e30-a4c0-ea4db7784ba7,Extended Semantic Web Conference,2013,Peking University,Beijing,8
b43a9152-60d8-42ef-9333-8b4b59c76fd0,Extended Semantic Web Conference,2014,University of Amsterdam,Amsterdam,9
dc53de66-ab62-45e8-bc2c-11c6b0265ab0,Extended Semantic Web Conference,2015,Illinois Institute of Technology,Chicago,10
b9103992-be6b-43d5-a3d5-c1a7c6334487,Extended Semantic Web Conference,2016,Delft University of Technology,Amsterdam,11
a2a1c31e-719d-4d23-8db3-bc01ddfa213b,Extended Semantic Web Conference,2017,Delft University of Technology,Amsterdam,12
3bfe267a-145d-4874-8680-89046670640f,Extended Semantic Web Conference,2018,École Polytechnique,Paris,13
246be6a2-bc9f-438b-a53b-fc1fd7331bf5,Extended Semantic Web Conference,2019,University of Toronto,Toronto,14
f6a29afd-16d1-45b3-9d3d-f6e45ec57a8e,Extended Semantic Web Conference,2020,"University of California, San Francisco",San Francisco,15
7b7bef33-f06b-4a95-85b9-d38d3b2e7e4b,Foundations of Data Science Conference,2016,Imperial College London,London,1
06d2158f-cd1b-4f51-b438-ba22493aff7f,Frontiers in Education Conference,2018,Sciences Po,Paris,1
15b938cf-e4ba-4bff-b0bb-8cc49c5be66a,Frontiers in Education Conference,2019,King's College London,London,2
3c53d93b-2433-4c17-8ad7-29219fb27fbd,Frontiers in Education Conference,2020,Columbia University,New York,3
66ebcd17-8ae9-4111-b998-1e750900a94f,Frontiers in Education Conference,2021,Massachusetts Institute of Technology,Boston,4
03fb71e6-f58a-456c-a688-500896ea19ea,Frontiers in Education Conference,2022,Korea Advanced Institute of Science and Technology,Seoul,5
3c06610c-f534-4dd4-8cb7-0d7727804328,Frontiers in Education Conference,2023,Berkeley,San Francisco,6
de192f8d-0596-4bfd-b29a-ff55ca488a6e,Fuji International Symposium on Functional and Logic Programming,2006,Tsinghua University,Beijing,1
6862ef69-4681-4d79-8e04-a73049cd4132,German Conference on Bioinformatics,1999,King's College London,London,1
d899f4eb-1104-41a9-a7f4-08444ef0933e,German Conference on Pattern Recognition,2013,Yonsei University,Seoul,1
bc50d77c-6627-46d7-bbd2-ddcd75aa1fa2,Global Communications Conference,2016,University of Amsterdam,Amsterdam,1
5703a4a3-2ada-40b8-83d2-10f9b11ee12a,Global Communications Conference,2017,Humboldt University of Berlin,Berlin,2
5c00d8b4-8206-447c-a0fd-b93b6a361904,Global Communications Conference,2018,Imperial College London,London,3
6da12fca-fbcd-4bbe-9ded-afac77cfda7d,Global Communications Conference,2019,New York University,New York,4
396daa12-df6c-4836-8224-e0bf9611c5b4,Global Communications Conference,2020,Illinois Institute of Technology,Chicago,5
1af8ac62-f5d9-4265-b186-161d0052350f,Global Conference on Artificial Intelligence,2018,Tsinghua University,Beijing,1
d47cbf36-610c-4900-b94d-e873c540c53b,Halfway to the Future Symposium,2019,Wageningen University,Amsterdam,1
7202b0a9-aa12-477b-b038-588b79f52e32,Hawaii International Conference on System Sciences,2010,Charité - Universitätsmedizin Berlin,Berlin,1
90a893b3-ebeb-4091-a760-719b6c86aeb6,Hawaii International Conference on System Sciences,2013,National University of Singapore,Singapore,4
7856aff0-0087-45a3-b839-ff0f7e79ef60,Hawaii International Conference on System Sciences,2016,Waseda University,Tokyo,7
f47c9ba2-3b0d-4c72-8e33-ceb0cdc9865d,Hawaii International Conference on System Sciences,2017,Beijing Normal University,Beijing,8
f67728e9-20aa-45bf-b4bf-ba47d007c9c3,Hawaii International Conference on System Sciences,2019,Charité - Universitätsmedizin Berlin,Berlin,10
02d1ce47-fa7d-4520-b4f9-be557aa9c615,Hawaii International Conference on System Sciences,2020,Sciences Po,Paris,11
c24873da-e6a7-4fc2-84da-b8fbc86494a3,Hellenic Conference on Artificial Intelligence,2002,Imperial College London,London,1
903d0aed-068d-4969-914f-1748ff9ce58d,Hellenic Conference on Artificial Intelligence,2018,University of Waterloo,Toronto,17
29d9b9cd-2cf9-4084-9e40-bc0afb018fc5,Hellenic Conference on Artificial Intelligence,2020,Sciences Po,Paris,19
841c2fdc-f493-4ef9-b686-5801d531b396,High Performance Transaction Systems Workshop,1986,Paris-Saclay University,Paris,1
f51d40e3-07bb-49a2-af66-8608854399e4,Humaine Association Conference on Affective Computing and Intelligent Interaction,2013,Delft University of Technology,Amsterdam,1
8b984491-4c1e-48a9-a571-ac39c9a5e246,IAPR International Workshop on Machine Vision Applications,1998,Swiss Federal Institute of Technology,Zurich,1
2ede6e82-c5d8-461b-b290-307144154e43,IAPR International Workshop on Machine Vision Applications,2013,Tsinghua University,Beijing,16
b7fbe098-34f7-4502-856d-7c8b5b49e313,"ICARCV Control, Automation, Robotics and Vision Conference",2004,Beijing Normal University,Beijing,1
47a8e293-da8e-4260-aaab-4f928ec12d92,ICC IEEE International Conference on Communications (ICC),2019,Columbia University,New York,1
2b4b97dc-03b4-4fed-8c31-f4feb8598f1c,ICCD,2020,Delft University of Technology,Amsterdam,1
a1766328-fe74-4fc1-8f49-4306885444e7,ICPM Workshops,2020,Harvard University,Boston,1
285a7299-8007-4823-8469-02e0e39f5e87,ICSOC Workshops,2016,Peking University,Beijing,1
40d392b1-4d9e-4f76-8511-6646b6f66ca2,ICST International Conference on Communication System Software and Middleware,2008,Charité - Universitätsmedizin Berlin,Berlin,1
b74c84c5-b95b-460c-9ed0-b01b0b406889,IEEE,1985,University of Waterloo,Toronto,1
4dac5499-a12b-4600-ad12-bc4843382a67,IEEE,1988,Northeastern University,Boston,4
c57595b5-3b8f-4d15-b8ea-15a904c98817,IEEE,1989,Swiss Federal Institute of Technology,Zurich,5
9f16e912-9d84-41e0-9b72-cdcecb6ea3a2,IEEE,1998,"University of California, San Francisco",San Francisco,14
a533f1ff-f390-4ead-9f75-550571df9943,IEEE,1999,VU Amsterdam,Amsterdam,15
77e53d0c-7bcc-4ef7-aaec-c840fe61244a,IEEE,2000,Seoul National University,Seoul,16
b36cc5ad-9bc9-4d93-8ed3-db3ebd228f9f,IEEE,2010,Delft University of Technology,Amsterdam,26
4aaaa101-cba2-42c5-b652-f8e0a94195c6,IEEE,2012,University of Zurich,Zurich,28
e8882e06-1a82-469c-b6c0-9c28d528f0b4,IEEE,2015,Humboldt University of Berlin,Berlin,31
ac80359e-39a4-44c9-94a2-489f96800ac3,IEEE,2016,Korea Advanced Institute of Science and Technology,Seoul,32
2401a08c-8e2a-4092-82ea-a2fd73db3ec0,IEEE,2017,National University of Singapore,Singapore,33
5b3f53a3-c88f-4180-b2a4-8aeeb7038246,IEEE,2018,Tokyo Institute of Technology,Tokyo,34
07d2048a-a8d7-4654-a4ce-8ac3dcb470a5,IEEE,2019,Imperial College London,London,35
c8ff7ee2-1b4b-424d-9715-20e16ae2aaab,IEEE,2020,Charité - Universitätsmedizin Berlin,Berlin,36
87bfec33-24a4-4254-b243-287551df30ed,IEEE,2021,University of Amsterdam,Amsterdam,37
004b2bd4-9d62-467d-8d6a-e05f2d99a7c4,IEEE / ITU International Conference on Artificial Intelligence for Good (AI4G),2020,University of Zurich,Zurich,1
1bd48e6a-0b6e-4c3c-9526-8a6652725cf5,"IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference",2018,University of Sydney,Sydney,1
f6182b03-9356-47b7-b010-3e0fa7677990,"IEEE Advanced Information Technology, Electronic and Automation Control Conference",2021,Illinois Institute of Technology,Chicago,1
6c52d350-5102-431e-9b13-4d37de910806,IEEE Advances in Digital Libraries,2000,Keio University,Tokyo,1
c86eb430-1cdb-40a3-bb54-9d766d1902aa,IEEE Aerospace Conference,2017,Charité - Universitätsmedizin Berlin,Berlin,1
1b3cc353-d655-450c-af45-fcf708bad18a,IEEE Annual Computer Software and Applications Conference,2013,Beijing Normal University,Beijing,1
3322580b-9c09-4913-aeb2-ac1c6a43af5d,IEEE Annual Symposium on Foundations of Computer Science,2005,Tsinghua University,Beijing,1
932aea5e-1e3c-46be-b7b5-8cd66d8d8baa,IEEE Annual Symposium on Foundations of Computer Science,2007,VU Amsterdam,Amsterdam,3
1723750a-c106-49c7-856b-511e2190c98f,IEEE Annual Symposium on Foundations of Computer Science,2014,"University of California, San Francisco",San Francisco,10
421f9bcf-f3d6-4094-9ed1-ac0641483439,IEEE Annual Symposium on Foundations of Computer Science,2015,Peking University,Beijing,11
16fa77f4-6444-4d18-b65c-b0f3c7b2c708,IEEE Annual Symposium on High Performance Interconnects,2011,University College London,London,1
4933d7d0-67e8-410d-91b7-a807bfc5b386,IEEE Annual Symposium on High Performance Interconnects,2015,University of Amsterdam,Amsterdam,5
ddcca0e0-8308-445d-b562-84e09bad9d29,IEEE Asia Pacific Conference on Computer Science and Data Engineering (CSDE),2020,King's College London,London,1
85b9b5db-6388-4f2a-846f-1eddf66d499f,IEEE Asia Pacific Conference on Computer Science and Data Engineering (CSDE),2022,Ryerson University,Toronto,3
108ee5c8-5b47-4390-8d3a-a649dd5193d6,IEEE Computer Security Foundations Symposium,2014,Macquarie University,Sydney,1
6ba922a3-1d0c-43fe-8e8a-9d69d5655e68,IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1991,San Francisco State University,San Francisco,1
f271348e-4d8d-46c7-bff9-c53ad2e46148,IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1997,Stanford University,San Francisco,7
13e1e893-b1c3-4123-b975-04ce63e3d0f7,IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2003,Free University of Berlin,Berlin,13
378d0d03-7a69-4463-a50c-78ca97fec7c6,IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2010,Northwestern University,Chicago,20
f8ad7d68-11dd-4c59-a0ea-08c8011e5aea,IEEE Computer Society Conference on Computer Vision and Pattern Recognition (Cat. No PR00149),1999,National University of Singapore,Singapore,1
8933a828-edb0-4062-a869-7ea1f896d8b8,IEEE Computer Society Conference on Computer Vision and Pattern Recognition. CVPR,2001,Singapore Management University,Singapore,1
dfa5d36b-622a-417e-8eaa-2914a9101910,IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering,2018,King's College London,London,1
5da13513-52c5-4d63-9400-1b5ff680439c,IEEE Conference on Artificial Intelligence for Applications,1993,Beijing Normal University,Beijing,1
0f4abff5-6f9d-4572-8368-6befbdf31bba,IEEE Conference on Big Data and Analytics (ICBDA),2020,Waseda University,Tokyo,1
823acffb-9b46-41a9-9bbc-d837ca2a5e5d,IEEE Conference on Commerce and Enterprise Computing,2009,King's College London,London,1
62e13c48-3aae-4643-a8d2-99914b6da6f0,IEEE Conference on Computational Intelligence and Games,2018,Macquarie University,Sydney,1
162de252-d528-46dc-8c48-55bd9b6a4cee,IEEE Conference on Computer Communications,2017,"University of California, San Francisco",San Francisco,1
1449427a-0838-4f0d-b3b4-079f9150f209,IEEE Conference on Computer Communications,2018,Stanford University,San Francisco,2
8005e008-e978-4cab-9342-01756b3f494b,IEEE Conference on Computer Communications,2019,Boston University,Boston,3
ead3ef22-66cc-4d63-a3eb-51377a3795af,IEEE Conference on Computer Vision and Pattern Recognition,1994,Illinois Institute of Technology,Chicago,1
a76b8fa3-ddba-4928-9adb-e15b526043e8,IEEE Conference on Computer Vision and Pattern Recognition,2007,Delft University of Technology,Amsterdam,14
554acd4e-61ca-42dd-b3b1-52d190de6a27,IEEE Conference on Computer Vision and Pattern Recognition,2008,Loyola University Chicago,Chicago,15
83ad2a56-519f-472b-b307-2aacf71c07ca,IEEE Conference on Computer Vision and Pattern Recognition,2009,Peking University,Beijing,16
703b2d56-9309-4517-80b4-f40fb8f7b902,IEEE Conference on Computer Vision and Pattern Recognition,2012,Northeastern University,Boston,19
6a155c17-a950-405a-80f9-0df0fcbd5c06,IEEE Conference on Computer Vision and Pattern Recognition,2013,National University of Singapore,Singapore,20
4c255fd6-77ea-403a-a1f1-f93ccb056879,IEEE Conference on Computer Vision and Pattern Recognition,2014,Humboldt University of Berlin,Berlin,21
e5e46fbc-304e-42e6-aa30-053a885d0649,IEEE Conference on Computer Vision and Pattern Recognition Workshops,2014,Loyola University Chicago,Chicago,1
5bb72937-9b90-4a60-a5f2-37a275ff37e3,IEEE Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2017,Seoul National University,Seoul,1
109ccc1b-475a-4db2-bcde-64837d8019cb,IEEE Conference on Computer Vision and Pattern Recognition. CVPR,2000,Singapore Management University,Singapore,1
d291ed66-5b86-4adb-8f22-71f8339c2174,IEEE Conference on Decision and Control,2016,Northeastern University,Boston,1
601b426f-88e3-4a22-b8d3-0b66abba12b0,IEEE Conference on Emerging Technologies & Factory Automation (ETFA),2015,University of Waterloo,Toronto,1
35a0911f-ef47-4a6a-a994-af523ac54d8f,IEEE Conference on Energy Internet and Energy System Integration (EI2),2021,Nanyang Technological University,Singapore,1
4d3de67b-cdf5-4033-a993-4544a23009ee,IEEE Conference on Games (CoG),2023,Loyola University Chicago,Chicago,1
b47a3221-4725-4605-bbc4-de8fac57cc0d,IEEE Conference on Games (CoG),2024,Singapore Management University,Singapore,2
de0c1f28-f932-469c-ad25-64d252e0c619,IEEE Conference on High Performance Extreme Computing,2017,Swiss Federal Institute of Technology,Zurich,1
b417d965-de2d-4f16-ad9d-ad29ce778b59,IEEE Conference on High Performance Extreme Computing,2018,Beijing University of Posts and Telecommunications,Beijing,2
786fc4bd-3589-471c-a7d9-2b34d9f53d77,IEEE Conference on High Performance Extreme Computing,2019,University of Waterloo,Toronto,3
118d7e9a-dcde-4e3d-915f-9dd95e975f37,IEEE Conference on Industrial Electronics and Applications,2009,Illinois Institute of Technology,Chicago,1
4abff858-a5aa-4cb3-af54-065dbd76cd49,IEEE Conference on Information and Communication Technology,2019,University of Toronto,Toronto,1
7cb132cd-dc80-4735-b6eb-b2e3ab1fb52a,IEEE Conference on Local Computer Networks,2019,Yonsei University,Seoul,1
abea9dc4-6b48-439c-a9b4-4e8e7f1943c4,IEEE Conference on Mass Storage Systems and Technologies,2010,Macquarie University,Sydney,1
7ab01721-0e80-4321-9681-bc4057528b3c,IEEE Conference on Mass Storage Systems and Technologies,2012,Loyola University Chicago,Chicago,3
668eaf6c-a70f-4325-83ef-73e9e25d56a3,IEEE Conference on Mass Storage Systems and Technologies,2013,Swiss Federal Institute of Technology,Zurich,4
fb721dcc-1dd4-4968-a7dd-0d719d0ebefe,IEEE EMBS International Conference on Biomedical and Health Informatics (BHI),2016,Columbia University,New York,1
72f074b1-871f-494c-9999-500bafd54cc6,IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),2017,Berkeley,San Francisco,1
5a303d57-f907-4f13-8230-4078dba50a5a,IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),2019,École Polytechnique,Paris,3
8d484608-0831-43ec-a4b3-9021e67c4062,IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),2022,Technical University of Berlin,Berlin,6
a8fbf08e-0125-482a-a493-48e4a1817e2b,IEEE Global Conference on Signal and Information Processing,2019,Waseda University,Tokyo,1
46b16135-4d77-46f3-9744-734e0404dfe9,IEEE Global Engineering Education Conference,2012,Humboldt University of Berlin,Berlin,1
7cf60325-5885-4b30-9b05-f96841e5f87e,IEEE Global Engineering Education Conference,2023,ETH Zurich,Zurich,12
d440dc22-27d8-4700-999d-fdf09fac82d5,IEEE Global Telecommunications Conference GLOBECOM,2010,Free University of Berlin,Berlin,1
ec03d598-2a95-447b-9617-58cdb2cae6d9,IEEE Hot Chips Symposium,2015,University of Zurich,Zurich,1
3180272b-bcbb-4027-a751-dd7e043f1c16,IEEE Hot Chips Symposium,2020,Korea Advanced Institute of Science and Technology,Seoul,6
c540deb4-8362-49b6-9586-3d9d7a5904d6,IEEE Hot Chips Symposium,2021,Tsinghua University,Beijing,7
b948e7c3-52f8-4f86-ac76-200a87764b19,IEEE INFOCOM,2010,City University of New York,New York,1
da7be59c-ff0b-496a-86fa-e2ddfb7934d3,IEEE INFOCOM . 25TH IEEE International Conference on Computer Communications,2005,New York University,New York,1
83ed2a1e-f610-41a2-a83b-9688e2252b14,IEEE INNS ENNS International Joint Conference on Neural Networks. IJCNN . Neural Computing: New Challenges and Perspectives for the New Millennium,2000,University of Toronto,Toronto,1
96484fcd-2fcd-42f0-a91e-b7c25f203c52,IEEE India Conference,2015,ETH Zurich,Zurich,1
19671ca9-3ef7-4041-a495-fa9ef4172ded,IEEE India Conference,2019,Imperial College London,London,5
fa0b7ed8-b907-472d-878a-423886c8baa4,"IEEE Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)",2019,Free University of Berlin,Berlin,1
41122562-6182-43b1-956d-951297f9de56,IEEE Information Theory Workshop,2011,Northeastern University,Boston,1
90cd8339-f7dd-41f9-b4e2-0a1998e3d375,IEEE Intelligent Vehicles Symposium (IV),2011,York University,Toronto,1
484f5b54-32c7-4ded-b688-84cc876a3d2a,IEEE Intelligent Vehicles Symposium (IV),2013,Wageningen University,Amsterdam,3
d5244276-11b7-46c1-974e-b886ea210c4c,IEEE Intelligent Vehicles Symposium (IV),2017,Beijing Normal University,Beijing,7
d50e0712-cbbe-432b-a07d-1807b42ad0a7,IEEE Intelligent Vehicles Symposium (IV),2019,Delft University of Technology,Amsterdam,9
ba2ccceb-3c3b-4bfa-ae31-2e1e81b24abf,IEEE International Conference Actual Problems of Unmanned Aerial Vehicles Developments (APUAVD),2017,National University of Singapore,Singapore,1
f0a3d3f2-6748-414d-b3b2-5bb3f517a634,"IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)",2018,Paris-Saclay University,Paris,1
d53ae47d-da52-4073-9c13-c65f0ee65804,IEEE International Conference for Convergence in Technology (I2CT),2019,Northeastern University,Boston,1
b38f4b97-dd7f-4a1f-a4a7-db5bdf74b1d2,IEEE International Conference for Innovation in Technology (INOCON),2020,Waseda University,Tokyo,1
565f1bf4-4252-46f6-8c38-8e3d4274ea63,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2003,Delft University of Technology,Amsterdam,1
886cbfc0-92db-4cb0-87a2-42ec92c13622,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2009,ETH Zurich,Zurich,7
7c34970d-7974-4a9c-a051-3ca7ce2bee6f,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2011,Wageningen University,Amsterdam,9
9d95df28-8d12-4c7f-ad6d-7ffadd36421e,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2012,Swiss Federal Institute of Technology,Zurich,10
ac4f4834-3276-4219-af59-9f0b52982684,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2013,University of Tokyo,Tokyo,11
652b92b0-9f4b-4e72-8d84-e29c88da2ed9,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2015,Swiss Federal Institute of Technology,Zurich,13
32c5154c-ae91-453f-a30b-10dfd759a58f,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2016,Waseda University,Tokyo,14
e23a9e3c-232b-4fe4-afdf-30ce8cbebe4c,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2017,Korea Advanced Institute of Science and Technology,Seoul,15
695a8fa7-9356-4e40-b2ba-e96a0bc6910f,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2018,Peking University,Beijing,16
